user_id,clip_id,weight
280445,278805,488.4690642467679
921397,845427,236.26436997354855
5545,138995,582.6529221602873
269328,843807,0.0
815960,358032,0.0
581089,175115,410.20009612179905
258600,343176,736.0585568336844
826214,124092,1705.3213649356446
511970,378771,0.0
930675,569289,86.86624913603418
235465,677576,521.2051860943101
826533,665162,1184.40963692872
63167,457602,521.9686745586304
749492,122935,820.6914507793706
115791,99737,24.737967808690144
348711,494777,0.0
457220,23763,2339.73896674456
87432,873790,0.0
878123,935585,767.6468127085753
749597,695522,2388.172433331298
155431,668467,820.5963404346946
843911,156463,0.0
733993,301921,560.2571993255651
173252,259282,670.0082437416131
304970,40691,1809.9758750643432
667644,930577,0.0
291936,218845,10.962837606902411
853921,208721,1004.0346089547427
809698,172970,644.1959231965532
212905,342381,299.15125148736877
548651,879365,0.0
40242,332403,0.0
629589,440242,721.3890790982514
572442,926341,0.0
862066,853711,1620.5910489948114
690928,698415,625.7030671707535
880154,961450,1098.0799600316413
838520,361613,1232.9155930804186
950278,181501,704.1477418020936
705172,984203,247.30921310395354
525454,282435,2469.778402419989
94085,697735,866.5356850064034
742254,887902,235.57106203073192
204933,736860,270.2797311977318
418840,22989,0.0
459393,302116,121.8646923756126
387451,11502,1851.2154078908054
127948,443525,227.7445226836745
162715,975724,361.1199595402883
233407,175115,1581.2130125298615
720908,172767,615.228531508649
738689,940986,13.809401506270717
443869,159780,340.7688786202967
965700,158396,0.0
760280,430087,2508.274608830059
535656,699356,0.0
545414,64135,804.1991430143049
706244,184702,0.0
14468,530577,565.0782565502922
473629,831838,2048.6260294046624
927895,156463,0.0
321379,569772,0.0
714063,444328,2658.33877838679
413789,442208,2147.096114807138
328648,442180,1129.9103123593898
844831,825117,1226.4636367644384
652162,530577,713.9164148676471
35301,581871,856.9111650426255
51309,200862,0.0
690928,622212,686.8753793041112
709789,569289,1059.8080363601273
307077,853711,1564.6851183742838
583366,322141,216.7464901659801
770147,964615,25.379169769015505
485327,530632,348.61686551109494
390708,919754,210.95402394695228
500243,580528,169.0464640193792
105101,155818,650.2443453530503
592059,835492,1204.6256528668528
35301,19394,1163.7452936156967
609299,513102,0.0
922821,222168,1282.0702965869364
606675,118072,882.5395826431909
388163,576534,0.0
292139,795806,0.0
428585,203088,996.753787018024
921538,866793,1052.082854733169
269980,545860,1158.7880036592915
739689,443963,516.0936268849641
544870,62959,1033.4887518365904
230844,30048,3646.7452447210635
133694,429117,28.63502567466068
872098,65027,65.92377015918208
304321,88581,551.3390313248477
922821,670344,1360.184804942266
602086,417921,531.6471317577891
50241,929648,0.0
523601,940359,1035.7380840605008
428998,477958,0.0
386252,490812,1252.8421069196484
527585,530577,832.7168360478533
672075,203088,3873.829416972917
549879,719852,1083.2040840563482
517910,853711,1239.1011198164565
674938,923116,738.9669747532005
379468,839768,353.34733384619574
629329,359220,0.0
738689,139708,0.0
836445,714905,1431.691759342812
728654,576534,0.0
162306,839864,426.1683274987789
677058,961450,3161.793200636147
696596,429815,428.6592946898654
865119,810856,1163.5895830453017
702370,864193,282.751394465388
889386,342381,715.3921632157992
12778,676985,275.57016883740374
748236,683627,2088.4600957010416
146050,882140,2335.7494699127983
860559,343176,0.0
501724,103828,298.6051570468676
629275,371227,0.0
767243,810856,656.5536259023955
648669,720245,120.33799419506227
873523,352427,321.13976644556556
411817,419839,1152.5429258948595
379357,528099,1792.6575407088496
500846,156463,67.98374749402481
984969,107765,118.29167915131114
31327,753436,577.5955356226063
144919,59550,288.16961886638256
52441,825117,449.38658199320344
17180,531167,3507.077368745194
113887,720245,3990.115174349211
798629,366172,1975.79594970351
180375,257446,1596.1884313443436
677984,998913,7.046635697411688
991074,244124,292.68978738024003
202511,404332,968.7862438327476
749597,817206,2119.537336749459
540926,146545,526.4705404727094
754834,341932,565.4102880730552
84252,558292,0.0
680396,707607,921.9582940271222
208192,558834,333.3221067047717
899692,259282,193.00437495824792
578454,685284,0.0
759507,875661,0.0
619310,337599,0.0
685281,860465,0.0
51230,697735,993.7754492221394
5545,964615,441.4982963751609
46049,322436,1029.3648987638926
560178,282435,4377.222532521826
865119,695522,1235.238365568954
478885,693469,485.9349506110998
197033,20822,1494.327464975537
519266,918042,7219.848397588754
900442,768391,1576.605019415449
731718,257446,707.2873347500042
703680,785196,228.21071380792648
779448,637840,455.90767935099404
366716,222168,547.9525532525463
412878,853711,1267.365116230776
569729,947182,630.2091317703259
213799,750287,261.8131817173836
905328,289302,1572.7558501083495
394550,969697,5584.192112393426
10146,133019,0.0
914075,481574,1867.7820567353328
25155,306419,347.17906857057756
837400,637196,304.95072333702893
212905,741090,147.48231154912304
485420,276693,4038.7912000083384
617317,550395,975.621065935205
471115,628744,120.52325239653368
308024,417021,378.74807614897594
368320,512900,404.04446958264276
901815,477242,1042.8201022325882
704863,877336,0.0
780239,458201,364.0032132190923
233229,589663,571.245414645738
448583,590338,1647.4997934433827
465371,720021,540.0594763280367
479968,43965,0.0
290643,2282,619.5898726922075
473629,964047,2072.1083482427202
287882,625262,750.4854073460884
751813,156463,415.6557257843976
12180,158427,0.0
218067,720021,146.78541432998372
440649,683627,1566.7929027715015
583366,290726,780.7086723179882
154142,961450,2271.137146066617
257365,110225,1630.869216797813
425980,560212,414.9356540630674
162306,952765,290.93322090268407
717621,882140,368.9260192836166
941366,615562,563.8572331149089
926638,442208,12858.59568835131
805478,203088,2136.187985062932
278830,332403,103.85881449133915
892315,176088,79.35192848192598
728654,172260,339.75978962167693
687395,357060,0.0
23425,361613,1655.8500491308878
996586,964047,565.8917853283446
13084,742056,0.0
914075,617660,1715.8813491672809
303215,416657,949.6005538555669
30404,668067,916.6581370943661
655693,956375,2399.707239943113
572295,457602,134.15543006856362
388163,845658,389.994007376261
275753,763239,320.58992858719904
508803,173210,0.0
320710,367555,679.7075145711838
178036,632927,1741.0826719079369
415534,78309,1759.8271957453217
939109,357060,800.1700704873966
233713,668067,404.1977075483989
616727,810856,0.0
694983,617660,1623.1941027898743
897835,252161,836.7994607993407
804132,412048,738.326024138248
377658,332403,88.33680197582684
386404,30958,0.0
776400,86690,0.0
133263,70231,315.71528167928545
909495,412048,188.17029296063106
527585,121800,694.4700042842832
3028,92051,367.51083689935365
91756,930630,590.0607458156506
367802,20945,943.4831009121838
274002,720245,1110.162481692449
943078,161791,2023.4283443151216
16583,325011,0.0
312559,660918,275.5546910339697
946410,306419,11.432165140273298
646566,88581,993.4206571773075
958627,357060,0.0
798629,947232,2119.5939338739786
198793,923116,697.8648070771621
629573,116583,541.8512204055438
535656,684955,405.0949430449237
320505,62959,91.18852347629911
325302,853711,2739.5578668184016
139237,124092,1041.7708883200005
226076,224759,1512.0633166777939
277770,442180,863.8799309262656
919883,412048,3224.9073947950546
202214,124092,4375.011392887896
385467,554209,619.1501333093279
300804,685277,23.872661780457157
600619,611677,94.84583432706478
430771,442180,1381.6324157789613
921538,259282,1403.8952745430252
733993,301921,560.2571993255651
877276,831838,344.43529818951527
520152,368515,123.40943420867907
29229,543648,415.075849917849
980347,887902,2108.265432770973
314971,14510,2585.0509659634113
872280,731343,1192.1196322566839
13713,947232,0.0
88536,47251,190.6227077391897
533032,442208,2037.443481445148
149845,453204,0.0
461374,842353,226.5946432066749
397925,352427,359.64829591113687
748809,765421,693.8965288628366
196165,975724,60.61339572020631
550427,247498,959.1983249038261
198812,964047,48.98427941129518
361930,807942,0.0
675367,481574,1805.6545016999867
981277,175115,332.65760155342247
550269,461718,0.0
872098,580997,1100.8118871286229
29341,714905,2308.4249929920184
501468,809910,0.0
581813,853711,1701.8489997859124
687395,961450,213.48764988443475
468276,92883,698.5462295014324
623294,593407,186.25207438111102
515608,303318,103.71157630021474
968421,880878,150.36143726368033
52929,968746,39.01801340643815
393604,432302,0.0
494116,419839,132.70793395910238
52933,845427,584.6741059668465
49766,324722,0.0
751455,442208,1880.3874651988692
711852,419839,889.9545891812031
5334,429815,635.8935055436754
652344,622212,0.0
616467,77532,523.3839994868799
400867,142649,0.0
584174,684955,274.8210517336027
60438,680503,252.49220888659585
30404,218845,826.7837140824327
809698,918042,3953.5772868318936
950407,285685,0.0
290858,865701,1026.8174159644434
132102,720245,1985.9929215756501
107122,810277,0.0
376613,95297,3736.1767875631267
52933,838567,336.158782943815
756469,85370,650.1321172354317
197117,837231,154.38832293164768
628474,143964,897.3103269006738
509031,62959,0.0
648400,901795,60.45809479113086
462373,918042,3965.3321216038803
190171,720021,5199.125042604341
438811,593896,0.0
705897,163987,888.2291187909861
886557,161470,6221.302253773252
948660,361613,1345.0576527054193
428585,134783,0.0
154714,85370,386.4118578372911
381409,134783,0.0
466354,325011,244.4002086685553
510457,361613,2218.0345764089598
729324,728573,168.77270107588402
328887,892846,416.7268896342203
983454,443963,276.31938223722557
841967,155818,435.48823148409247
294105,558292,269.68706980597415
688082,176088,416.73006752478676
208530,520514,135.04069066457942
5334,755701,0.0
672617,904592,764.5224203647394
445584,720245,945.5093343987485
98012,481574,2191.8948650463662
757732,429117,1794.6330015545855
651842,404921,272.7346012030901
179421,332403,1542.383838916564
696944,467336,4771.652762771304
757708,805437,0.0
745745,85370,933.1281592321697
773773,578968,253.81875290258137
830138,83760,293.4231036792157
816529,427016,314.2827628864771
74832,85370,689.5577329961859
786606,173540,112.93127076021688
728654,343176,0.0
641101,359220,0.0
662690,59550,8050.366774807901
287882,720245,826.1708929317947
996946,581871,4824.454508021877
831962,695522,264.2123413414776
980347,121996,1917.993876775497
675367,285685,0.0
32513,30376,160.89891432676703
391289,765004,0.0
109353,712748,3464.4405806980158
91959,163987,0.0
329918,543648,725.4481396189452
865448,797471,97.69198647465416
674371,483285,218.2491784440228
217484,139878,803.3223484037823
923619,341932,1296.1197752919522
235465,677576,521.2051860943101
522992,683627,2024.6049383934048
259412,918042,3634.1834261668705
109353,894544,3189.34114798936
356813,64135,7353.838514019571
890152,30376,282.5482813640813
983077,359220,0.0
75683,343176,290.2622938983764
677984,132660,0.0
976972,318504,480.4923448017181
102809,357600,145.3803291078193
267531,936020,189.68340121528558
296720,905371,319.63018402032867
738728,579967,3376.8240404211565
170321,155818,349.6547287513456
60438,772796,54.462890178521725
249667,232504,1733.3307835783128
226184,282435,1113.5303432783076
623294,245135,0.0
580758,955087,1391.2381337821664
504578,720245,366.3139875079804
3859,417999,92.6925144225549
267531,567422,525.8956792519497
763494,337599,925.9495046990377
748236,337273,1264.9945507295156
46098,54879,0.0
179421,7391,1552.4895575673993
816529,15238,184.3416276865991
249741,785196,5339.851981022484
742254,681692,922.1510450159707
149710,918042,3987.038302693591
943753,342381,433.12420780343666
565019,19394,955.9565559361729
239215,684955,632.8103061334282
865119,442208,3001.0217384411876
189144,879365,0.0
285752,631627,0.0
82245,740537,0.0
612336,595517,1322.156007668739
943405,706119,295.7454597355283
314004,175115,370.82674031448477
182917,878291,753.3321760987783
98220,358877,66.38668892739315
887152,656648,0.0
525454,181501,1137.4991518721054
307836,366475,0.0
889517,210547,497.71481776749437
154714,175115,71.94925671270227
462373,191805,514.4704741064559
87432,139708,88.02800961821549
993278,955087,133.33005473672864
88833,481574,2573.6093160071864
820043,853711,1620.1938018928045
178036,419839,2439.242991968138
23425,181501,381.0624471764935
152292,88020,603.9363467297878
872280,746858,872.4813645757205
235170,647752,0.0
157849,546334,679.550820998146
870695,671635,205.67186148107052
475311,569772,0.0
119912,964047,754.8405033501658
229999,309284,437.33371829389966
434435,359220,0.0
366716,653526,940.6228194358764
983003,395742,0.0
462373,430960,46.8871416467569
385920,168040,2303.5847508751567
399241,110225,787.0965760655802
249741,83760,5081.756917669365
255238,593896,461.240119982635
642482,377243,232.76942727850337
583524,429815,3473.3302106845535
921500,442208,1819.0927906187785
443018,299201,479.2403636568488
915822,501406,1209.6903555818394
578454,741090,64.74155633123138
725592,662929,309.938966351639
299012,742056,68.46844908621092
35953,993433,0.0
388542,539831,0.0
987042,679564,0.0
461672,285685,29.754436268164113
551116,942223,0.0
904490,707607,1481.33909679374
245375,523230,1186.8720009725166
777914,46858,444.4771998224902
84252,27852,0.0
141626,134783,955.1987191506358
32820,894544,1116.5589207318776
446114,853711,2321.871495855597
280345,595651,487.9587661684729
788707,110225,1135.6065526083264
588774,998913,362.83746276545844
940112,892846,926.2290940541606
685438,325135,2362.5330350762492
704863,203088,1015.1603644815042
287399,695073,0.0
481517,965622,557.6655468600625
36989,252330,0.0
149710,631627,295.8791906976751
21197,8532,87.62614017112114
672075,707607,3666.9667825068354
904490,353431,747.5966422329452
778023,924533,63.19697452203517
721041,40691,4950.762704530848
621581,479451,2056.0591484961233
687507,368515,103.33931350057426
312559,753600,246.86947565078776
292231,358706,1233.2380311203906
40167,685277,1249.3353630752363
165064,792241,0.0
858927,200862,0.0
960673,209975,796.8670010873511
743002,699356,0.0
943753,706932,45.39232667334697
849071,169708,3513.490583975826
933875,890120,679.8299532258379
502855,161470,2641.5068942281764
931636,866793,1460.4452609328243
689551,859848,1166.0008566726312
905328,77532,786.4233212438365
864274,853711,2068.1250814815867
854305,546334,587.8381355845963
912876,528099,205.3371526438342
801034,83016,40.800960324627155
641101,878291,0.0
160531,838773,202.60416162639166
456045,172260,247.5838654371426
820043,181501,0.0
980347,430087,1968.4708369465166
546751,90870,275.9492169192691
472734,993470,879.613958815253
572442,182948,0.0
134594,975724,1639.6233878694975
278830,821099,699.4172448729603
303215,799263,961.311186854363
457566,961450,1074.9824396012546
268330,77532,84.41764175220737
651183,161791,4796.7144019310035
784469,197265,54.54587338661315
538866,323714,1176.5491352357833
396793,356630,254.55442339705954
55408,762652,2778.46469325393
956139,712748,509.59871889020224
950407,429815,204.3716420179071
539688,354754,1417.2699120472685
488972,427016,2121.7079749999543
679277,463579,1659.3892532918253
717621,204071,0.0
147687,323714,289.3212879098151
344387,804852,1361.510375805598
646811,603814,61.95398830066544
106422,559634,302.98197270822885
400684,598237,510.59343934639753
83556,28824,0.0
857941,560212,135.7412876801534
921500,712748,473.7898653972934
155448,159881,115.68740375740083
397832,271305,0.0
931303,914322,941.7680393405319
693315,422993,0.0
960206,968746,0.0
841491,581546,843.6533456955315
560178,429815,3874.433686963106
135234,964047,1210.6412019036372
220422,454172,516.4032394844883
461374,359964,0.0
930582,431405,1896.0843367982668
898340,959822,116.12159367915368
537780,151958,851.4998499487178
745745,332403,293.4846320660866
255238,785196,0.0
155813,546613,6755.741539139526
462373,853711,1835.3338727567589
810951,842353,631.5549111427288
428286,837231,438.9216215490043
363327,124092,1032.1939468338978
517362,155818,671.8097221671708
676545,667218,959.7123373680629
718811,830738,1461.0709778767946
272515,252330,1585.1537311900067
386252,720021,1567.8517991738722
461672,845658,188.8603753896038
767243,892846,919.9935421653684
290858,429815,1669.545184258759
548897,77532,452.92530025687836
199575,858686,1363.7944728075558
35632,172260,1200.8773412758435
921349,652478,0.0
548651,885751,0.0
764100,566781,0.0
206430,78544,2441.350565564884
822352,35691,748.5393712782973
776400,124092,1336.1270178228858
381316,79564,444.85035405135767
155448,173500,0.0
626453,168040,6071.901119702703
879323,706932,279.51843818821453
625230,427016,406.5861652694753
550269,467096,0.0
364412,794732,0.0
777692,172767,372.92447314438624
917331,280800,1119.5661548071548
621581,76655,1660.0098574159204
676547,707607,732.1186588054701
994557,203088,1439.7990517691956
363327,811014,125.94551361605988
44344,124806,1402.1351793065905
217484,139878,803.3223484037823
948660,825117,498.5028507370513
470988,407444,306.9458195364013
904490,576534,355.19126479825565
858239,617660,1817.2714054115422
131584,541838,411.6677825840308
178090,197587,0.0
81638,626176,161.96680444075727
160451,88581,823.4230286732611
893916,366172,0.0
962823,964047,348.66834210387884
380320,418352,34.1696800926174
680069,279019,322.7304030257375
329721,203088,3235.1911292099016
338687,853711,3216.4682508963688
665381,226012,170.8144749360663
806610,172260,593.9297251272985
596439,682351,4599.168414370504
179421,168040,2934.8416888234688
502990,19394,601.1127832461909
402706,155818,659.5066446812373
101021,515894,854.5761144696293
173042,481574,2855.501496679758
329918,543648,725.4481396189452
208237,603814,531.4537820548987
696944,724817,3749.002597829376
763874,697735,4580.031032512477
185706,324421,76.96187553066426
956839,945506,490.0727839792064
980278,477242,0.0
388542,68758,0.0
229032,841918,404.9298827236913
889517,500298,276.28846560069803
212644,289302,1876.3924768445067
589816,665225,0.0
360936,83760,0.0
39784,449050,0.0
572310,853711,1700.2516330447843
278374,746858,0.0
848198,858628,287.03414005802557
931256,530577,1149.3929562066774
865855,354754,10.25596394530838
826268,531167,3125.053306714534
933875,137151,825.1916342731984
224720,834789,182.460394532109
109410,993470,290.91874092354226
862531,810856,100.56595371818909
473629,467336,3963.543369592935
645088,892846,1722.0263138640569
606750,203088,1778.7617288872302
105101,323714,815.1688808594777
714063,595651,2957.084637789981
994520,94700,0.0
930068,490812,256.9720609909354
611929,603814,266.2134651350487
767243,837231,327.707570837584
314004,433133,1159.2392562540078
160451,88581,823.4230286732611
128643,120514,779.7761420406357
263666,936020,0.0
329721,395742,1707.6412686571998
500243,166932,155.9117720735245
956839,209750,1241.7361743843007
495790,137151,1003.8513508519236
97664,175115,318.6944064099154
953808,71619,250.93552653703435
139237,271305,0.0
235465,166845,714.5347207659437
345317,960105,587.2658602837987
702113,155818,3057.0299985272745
936230,720021,0.0
996946,256944,4883.46602438243
494923,203088,1779.366001205673
387838,419839,917.5919914689664
57955,882140,246.29494359761964
9072,968746,161.13759404970958
189144,849673,242.0246503700688
259412,124092,1055.239541763528
280445,445880,507.29540698472573
614659,860838,868.4731437272548
317525,133305,0.0
248522,421230,1053.4123604324323
208084,707607,1279.0454496481057
20501,720021,467.8120760188575
200749,422993,2328.5854707281014
60438,7391,235.5346693733263
239119,531167,3129.165084662979
214829,368515,331.10081578827817
717621,720471,236.93278328799352
16583,161791,1571.9840085645928
149845,161791,1176.5925980414495
708871,945506,0.0
594395,200862,117.9311815877096
962823,266299,465.0604485104269
783758,244124,723.3821925143038
456045,926341,41.68311233142265
939571,181501,689.931345111276
94085,33540,20.629671118319862
677058,481574,4628.817610071119
261329,558292,565.8866913547395
738689,636297,0.0
939238,347465,0.0
811101,841332,1623.3053300834588
393955,404332,311.4602089598643
183541,660710,249.52086265427835
583328,955087,806.623654708226
342670,467336,3664.329142753859
869053,561824,2008.6150477015292
759507,59550,309.60847678332146
285752,978372,0.0
520152,417999,188.66569038419306
166096,779403,185.55495442888804
23413,458201,0.0
863527,124291,72.8714743496403
255026,947182,469.586156566883
252585,349340,0.6513311714697849
550465,926341,0.0
676169,817299,100.02447739227968
714512,11502,1999.1766564228262
375550,648994,1060.4966415187992
940375,353431,786.8231882498369
946410,493058,0.0
535656,244124,340.71945704241836
387838,161791,2105.335901898526
690769,43965,340.2596612282247
778959,850645,0.0
878123,941421,0.0
930582,161791,1794.4629340575548
32813,442180,166.7383687533744
877034,975724,116.37640191806122
405415,209750,2304.8124474476717
802814,437750,619.5571086633519
138760,354754,0.0
769063,33540,0.0
369563,308431,0.0
863527,55333,0.0
229536,695937,738.6893734662012
553919,298381,190.94779625378425
307077,173210,0.0
891024,209750,3569.4835343931645
674371,71619,322.00820141510667
679277,731343,2002.8266855424463
208237,131361,806.1562802122712
494923,203088,1779.366001205673
670600,510309,89.22106037299213
87420,322141,93.66324514240279
484907,203088,1086.1211645830858
141626,467336,2917.3994658415413
643349,85370,1527.2902157710812
804482,763185,261.83893281938253
46079,124806,0.0
920883,882140,450.4839479181076
221082,34924,426.5774831075405
148529,68618,901.7023022618631
835455,513102,317.3868115011882
821723,744225,351.58806162108
381742,454172,381.1617193078392
84252,419839,0.0
674938,165206,0.5693197310095499
713609,33540,219.8524522865533
35301,569772,891.1455489100432
323213,943114,911.8126336152233
320312,231924,154.25632853491163
406426,742056,0.0
54907,279434,230.88653142862574
648669,99737,75.13330580941391
343297,593407,295.25186643258655
936489,173210,298.802149713037
739689,207572,111.6362290346429
983454,943000,0.0
328887,11502,1094.1480713991148
984969,508732,0.0
415685,175115,1282.4860512626115
154611,372792,178.90229740137954
788474,207572,51.226961418414646
10146,429815,699.3775526978192
5334,911765,13721.158671003788
280345,500298,274.7670349854827
198812,697735,628.7835624861615
128643,252330,692.0252191064482
367242,737971,218.2915334439228
227356,701088,706.1659237073129
962823,689022,1490.0764755564833
360936,765004,0.0
825437,845658,520.7719178599366
314004,785196,0.0
983077,710003,0.0
956139,124092,994.6520293693828
9797,62959,728.9351869901699
427619,139708,692.8051915425067
926285,967776,0.0
841967,918042,3971.1457651511996
956139,156463,0.0
983454,117240,994.4921126726931
197033,593407,1954.7847414139906
238350,313852,1308.645425996941
292771,683627,1779.4975784416529
590674,284898,0.0
652256,120514,614.0262685509553
379529,175115,323.848261657564
831804,601564,295.1922352392723
300740,442208,2738.375640358626
781907,239589,2228.017515515491
477165,918042,4494.021125685449
950278,182948,482.61786168510207
72732,276693,0.0
734572,357060,481.56210756807025
541390,134783,185.93475054852013
486723,918042,4941.429052103424
680069,83760,0.0
300740,617660,2619.8064997203646
249741,810277,5680.261001315329
784623,166845,986.4387053022326
255238,407954,65.93816990658406
52933,172970,819.4125319873432
715340,59550,173.8103785277089
318613,968423,103.71751281158959
996946,419839,5175.373775098328
170321,880878,458.1013081858188
758559,373880,191.9663905312364
995474,685277,872.2543371957552
950278,111351,672.9353978861974
218312,528099,1193.365360952484
518921,442180,1011.1587027410753
445584,202503,321.43469759738434
641245,154970,1424.0232328610236
962823,964047,348.66834210387884
580763,325752,346.43342422392845
891017,43041,548.5125851303667
588774,880878,557.0352139601162
484907,134783,3.1200024212565864
102625,417921,2699.0406364252904
435858,631627,155.71167913578523
565019,676985,1038.56835931593
15762,397791,519.5319922086031
952776,83760,41.99071553488761
321831,841918,1908.6166157677444
9797,244124,950.5127017567615
909826,569289,4248.393909747226
702370,230551,630.1193046266978
436879,530577,1237.9338129293155
461374,668067,24.777422700185582
931636,990451,1584.0146958047721
511164,991841,1231.932143866247
552679,580751,0.0
896821,181501,672.0252545256872
864274,831838,568.7878783132411
558817,539831,184.29436210842692
338687,683627,3368.90883894664
68322,807942,0.0
490549,99737,958.557805008606
635419,918042,3839.3721421397227
784451,353431,449.14270097423173
321831,926341,1451.8096513261253
278830,716602,0.0
781907,239589,2228.017515515491
756469,133019,0.0
154832,231924,1065.149670120738
845634,465904,244.79875703637197
393955,546334,892.2130858410908
307836,285685,0.0
372854,217961,664.9295973030985
380320,582264,371.62669084184915
138760,786341,0.0
932825,161791,2074.865934678906
475311,392334,93.93388630409197
908195,680503,103.49690940481247
119317,974267,402.6814332366471
239119,977491,657.0477232930441
572310,789786,479.3361706401954
642984,366462,898.9607773853531
198599,866793,826.538453523994
308024,417021,378.74807614897594
763874,128283,1600.3837187384302
514757,22156,561.105284568333
858239,34924,70.04886464900792
97664,200862,67.65261445804254
684086,466274,0.0
160451,88581,823.4230286732611
287399,372657,0.0
164135,337273,1685.6646035178983
143176,880878,449.9599704110249
145,430087,0.0
364412,681692,785.5567156333803
884287,853711,1389.3635899256476
216482,71619,1198.9618356480003
662733,759621,148.5089180231186
299012,850104,767.1210232697385
583351,880878,118.25758553373686
416958,943498,0.0
69792,733553,927.0288860856438
387456,595651,378.77149102412847
243896,252933,201.63372411078953
152991,361613,1053.9419578885304
858258,568205,547.7468385396742
46049,894544,1356.6681769554273
502855,442208,3335.3475481142004
413862,442208,2062.511141805639
50105,278891,285.6348709386657
863817,998913,19.74527052317748
490549,422993,299.7493988169373
656748,840981,1927.2163760688277
562020,965622,964.5746361033445
244421,530632,342.87717030333135
559800,43055,330.41136868747617
549429,853711,1463.0887191592929
363327,837094,0.0
778959,353431,0.0
978744,305866,670.5251190617697
833290,694628,138.25350867593892
939571,361613,1964.7189470656704
295282,914322,86.66046471288547
777692,693469,1036.0210420229669
588548,357060,520.3808785890408
536001,814031,2735.3072666204935
321831,690691,1509.372618763043
764148,969697,6193.747106215175
14688,655018,956.2928659117313
144562,765421,1170.3476689357974
107122,311506,0.0
812593,81663,0.0
624871,974267,0.0
674938,817299,0.0
110303,442208,3169.0717944326134
619310,230551,0.0
886976,595651,369.4519909249497
292231,357060,1529.3451184310497
863527,19394,237.76686304890944
927895,785196,0.0
175764,845427,60.41913031970407
888338,176088,2379.820449886635
742254,427016,375.7858563885165
324446,453949,2270.5545685618254
652256,757587,569.5592826866995
680069,720245,648.7353851215022
784451,111351,175.02075243760672
677025,631627,0.0
296676,923116,1187.7610705603236
341782,222168,273.50616690603204
27282,685284,206.95082410395682
494116,155818,0.0
447121,528099,1437.4305684007224
510562,230551,304.1161705014108
677984,124092,1049.5114567213607
214829,546334,856.283565304302
209564,405050,391.09296667112665
726374,912372,279.8753183081068
345522,235559,776.2575047306175
118098,513102,1672.8890487064416
786606,467336,1840.9012043070043
17180,913809,802.3970966577988
889399,853711,2926.4856703798014
846172,155818,388.7393258593173
67558,307791,6462.349814630225
929711,710589,1469.7575834625175
698431,693469,2038.5875782471594
488932,992122,997.3635129535326
541424,154970,730.8251314671157
